GEOID10,P0010001,P0010002,P0010003,P0010004,P0010005,P0010006,P0010007,P0010008,P0010009,P0010010,P0010011,P0010012,P0010013,P0010014,P0010015,P0010016,P0010017,P0010018,P0010019,P0010020,P0010021,P0010022,P0010023,P0010024,P0010025,P0010026,P0010027,P0010028,P0010029,P0010030,P0010031,P0010032,P0010033,P0010034,P0010035,P0010036,P0010037,P0010038,P0010039,P0010040,P0010041,P0010042,P0010043,P0010044,P0010045,P0010046,P0010047,P0010048,P0010049,P0010050,P0010051,P0010052,P0010053,P0010054,P0010055,P0010056,P0010057,P0010058,P0010059,P0010060,P0010061,P0010062,P0010063,P0010064,P0010065,P0010066,P0010067,P0010068,P0010069,P0010070,P0010071,QGIS_Area,Limit_Area,%_Seguin,Neighbors,"Trial,District","Trial,District",Trial,Trial,Trial,Trial,Trial,Trial
481872108041024,62,62,60,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6459988e-05,1.8802317453908894e-05,0.282911839435013,"481872108041031, 481872108041004, 481872108041046, 481872108041045, 481872108041029, 481872108041022","481872108041024, 1","481872108041024, 1",1,6,2,4,6,6,6,6,6,6,6,6,6,6,6
481872103005010,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.190279e-06,1.1902789999838925e-06,0.9999999999864676,"481872103005019, 481872102004032, 481872103005009, 481872103005018, 481872103005017, 481872103005011, 481872103005031, 481872102004031","481872103005010, 1","481872103005010, 1",1,1,4,6,5,5,5,5,5,5,5,5,5,5,5
481872103005019,4,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.175055e-07,6.175054999730706e-07,0.99999999995639,"481872103005010, 481872103005008, 481872103005009, 481872103005018, 481872103005017, 481872103005020, 481872103005021","481872103005019, 1","481872103005019, 1",1,1,4,6,5,5,5,5,5,5,5,5,5,5,5
481872103005032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.01128e-07,6.011280000717704e-07,1.0000000001193927,"481872103005052, 481872103005033, 481872103005017, 481872103005051, 481872103005031, 481872103005030, 481872103005053","481872103005032, 1","481872103005032, 6",1,2,4,6,5,5,5,5,5,5,5,5,5,5,5
481872103003030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.627722e-06,5.627721999758089e-06,0.9999999999570144,"481872103003035, 481872103003036, 481872108012002, 481872103003034, 481872103003029, 481872108013000, 481872103003021, 481872103003033, 481872103003037, 481872103003031, 481872103003032, 481872108013002, 481872108013004, 481872103004050, 481872108012003, 481872108013003, 481872108013001","481872103003030, 5","481872103003030, 1",1,1,4,2,8,8,8,8,8,8,8,8,8,8,8
481872108012001,30,29,26,0,0,0,1,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.33042885e-05,1.3304288499905823e-05,0.9999999999929213,"481872108012008, 481872108012002, 481872108012007, 481872108012006, 481872108012005, 481872108012000, 481872108012004","481872108012001, 1","481872108012001, 1",1,5,5,1,1,1,1,1,1,1,1,1,1,1,1
481872103004024,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.373695e-07,6.373694999954919e-07,0.999999999992927,"481872103004017, 481872103004030, 481872103004015, 481872103004025, 481872103004013, 481872103004016, 481872103004023, 481872103004014","481872103004024, 1","481872103004024, 1",1,4,4,3,7,7,7,7,7,7,7,7,7,7,7
481872101003020,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.27728e-07,8.277280002079483e-07,1.000000000251228,"481872101003022, 481872101003019, 481872101003011, 481872101003021, 481872101003010, 481872101003023, 481872101003014","481872101003020, 1","481872101003020, 1",1,2,4,4,5,5,5,5,5,5,5,5,5,5,5
481872101004045,26,23,23,0,0,0,0,0,3,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.650864e-06,1.6508640000422034e-06,1.0000000000255644,"481872101004046, 481872101004041, 481872101004040, 481872101004044, 481872101004054, 481872101004047, 481872101004053, 481872101004039","481872101004045, 1","481872101004045, 1",1,1,4,4,5,5,5,5,5,5,5,5,5,5,5
481872103005008,4,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.717105e-07,5.717104999483188e-07,0.9999999999096023,"481872103005019, 481872103005009, 481872101004055, 481872103005007, 481872102004030, 481872103005020, 481872102004031","481872103005008, 1","481872103005008, 1",1,3,4,2,5,5,5,5,5,5,5,5,5,5,5
